PMID:23248031	Koutra K, Chatzi L, Bagkeris M, Vassilaki M, Bitsios P, Kogevinas M	Soc Psychiatry Psychiatr Epidemiol. 48(8):1335-45	2013	Antenatal and postnatal maternal mental health as determinants of infant neurodevelopment at 18 months of age in a mother-child cohort (Rhea Study) in Crete, Greece.	A growing body of evidence links poor maternal mental health with negative outcomes on early child development. We examined the effect of antenatal and postnatal maternal mental health on infant neurodevelopment at age 18 months in a population-based mother-child cohort (Rhea Study) in Crete, Greece. Self-reported measures of maternal depression (EPDS), trait anxiety (STAI-Trait) and personality traits (EPQ-R) were assessed in a sample of women during pregnancy and at 8 weeks postpartum (n = 223). An additional sample of 247 mothers also completed the EPDS scale at 8 weeks postpartum (n = 470). Neurodevelopment at 18 months was assessed with the use of Bayley Scales of Infant and Toddler Development (3rd edition). Multivariable linear regression models adjusted for confounders revealed that antenatal depressive symptoms (EPDS ≥ 13) were associated with decrease in cognitive development independently of postnatal depression. High trait anxiety and extraversion were associated with decrease and increase, respectively, in social-emotional development. Also, high trait anxiety and neuroticism had a positive effect on infants' expressive communication. Finally, postpartum depressive symptoms (EPDS ≥ 13) were associated with decrease in cognitive and fine motor development independently of antenatal depression. These findings suggest that antenatal and postnatal maternal psychological well-being has important consequences on early child neurodevelopment.
PMID:23265505	Kukula-Koch W, Aligiannis N, Halabalaki M, Skaltsounis AL, Glowniak K, Kalpoutzakis E	Food Chem. 138(1):406-13	2013	Influence of extraction procedures on phenolic content and antioxidant activity of Cretan barberry herb. 	The main goal of present study was the development, optimization and application of different extraction protocols, especially those employing green technologies, in order to obtain from Berberis cretica extracts with high antioxidant capacity. For this purpose, the applied methods: maceration, ASE and SFE coupled with ASE were incorporated. The antioxidant assessment was carried out using DPPH and total phenolic content (Folin-Ciocalteu) assays. Major constituents were elucidated using HPLC-DAD and UHPLC-HRMS/MS (hybrid IT-Orbital trap spectrometer) equipped with an ESI probe. The chromatographic and spectral data revealed the presence of several simple phenolic acids, derivatives of both caffeic and benzoic acids, and flavonoids in the produced extracts. It was clearly evidenced that the extraction method and solvents used affected both the activity and the chemical content of the results, significantly. The most beneficial conditions were calculated for methanol and water:ethanol (50:50) extracts derived from the combination of SFE and ASE methodologies. Obtained results classify Cretan barberry as a strong antioxidant agent.
PMID:23658748	Sauer J, Oldeland J, Hausdorf B	PLoS One. 8(5):e62569	2013	Continuing fragmentation of a widespread species by geographical barriers as initial step in a land snail radiation on crete. 	The phylogeographic structure of the land snail Xerocrassa mesostena on Crete inferred from AFLP markers and mitochondrial cox1 sequences can be explained by three mechanisms: gene flow restriction, population expansion and leptokurtic dispersal. Gene flow restriction by geographic barriers caused subdivision of the gene pool into distinct clusters. Population expansion was probably facilitated by deforestation of Crete in the postglacial. Newly available areas were colonized by leptokurtic dispersal, i.e. slow active expansion resulting in isolation by distance within the clusters and occasional long distance dispersal events that resulted in departures from the isolation by distance model. Less than one percent of the AFLP markers show correlations with environmental variables. Random phylogeographic breaks in the distribution of the mitochondrial haplotype groups indicate that single locus markers, especially mitochondrial DNA, might result in a misleading picture of the phylogeographic structure of a species. Restriction of gene flow between metapopulations caused by geographical barriers can interact with sexual selection resulting in the differentiation of these metapopulations into separate species without noticeable ecological differentiation. Evidence for gene flow between parapatrically distributed evolutionary units representing different stages of the speciation process suggests that the ongoing process of fragmentation of the X. mesostena complex might be an example for parapatric speciation. The lack of ecological differentiation between these units confirms theoretical predictions that divergent selection for local adaptation is not required for rapid speciation.
PMID:24296081	Weber AA, Dupont S, Chenuil A	C R Biol. 336(11-12):572-81	2013	Thermotolerance and regeneration in the brittle star species complex Ophioderma longicauda: a preliminary study comparing lineages and Mediterranean basins. 	"Global warming is expected to change marine species distributions; it is thus critical to understand species current thermotolerance. The brittle star species complex Ophioderma longicauda comprises a broadcast spawning lineage L1 and a brooding lineage L3. We collected L1 specimens from Marseilles and Crete, and L3 specimens from Crete. We monitored survival, autotomy and arm regeneration at 17, 26 and 30°C during 14 weeks. Globally O. longicauda showed good resistance to elevated temperatures compared to other published studies on ophiuroids. The L3 sample displayed a better thermotolerance than L1 samples. Yet, more research is needed to establish whether these differences are due to lineages, geographic origin, or random effects. We provided for the first time individual regeneration trajectories, and showed that regeneration followed a growth curve and was highly influenced by temperature in both lineages. Our results highlight the importance of taking into account the presence of cryptic species when studying the potential effects of global warming."
PMID:24334850	Chochlakis D, Sandalakis V, Panoulis C, Goniotakis I, Makridaki E, Tselentis Y, Psaroulaki A	J Water Health. 11(4):762-71	2013	Typing of Legionella strains isolated from environmental samples in Crete, Greece, during the period 2004-2011.	"In Greece, standard tests are performed in watering and cooling systems of hotels. A total of 1,494 water samples were collected during 2004-2011 from 124 hotels from four regions in Crete (Greece). Samples were tested for the presence of Legionella spp.; 103 isolates were identified and typed by polymerase chain reaction (PCR)-sequencing and sequence-based typing (SBT) (in case of L. pneumophila sg 1). Of those, 48 belonged to various serogroups of L. pneumophila (sg 1, 2, 3, 5, 6, 8, 12, 13, and 15), 32 were characterized as L. anisa, 17 as L. taurinensis and there was a single occurrence of L. quinlivanii, L. maceachernii, and L. oakridgensis. In the case of L. pneumophila SG1, one prevalent sequence type was revealed (ST37). The variability of Legionella spp. observed questions the existence of a single ST of the L. pneumophila sg1 species and leads towards the need for a genetic level investigation of all Legionnaires' disease cases."
PMID:24635145	Tair A, Weiss EK, Palade LM, Loupassaki S, Makris DP, Ioannou E, Roussis V, Kefalas P	Nat Prod Res. 28(16):1284-7	2014	Origanum species native to the island of Crete: in vitro antioxidant characteristics and liquid chromatography-mass spectrometry identification of major polyphenolic components. 	Extracts from three Origanum species, including Origanum microphyllum, Origanum dictamnus and Origanum vulgare subsp. hirtum, native to the island of Crete (southern Greece), were partly fractionated through successive partition with ethyl acetate and n-butanol. All the fractions obtained were profiled with regard to their major polyphenolic constituents, using liquid chromatography-diode array-mass spectrometry. Furthermore, the antioxidant potency of each fraction was assessed by estimating the antiradical activity (A(AR)) and the hydroxyl free radical scavenging activity (SA(HFR)). The chromatographic analyses revealed a rich profile mainly for the ethyl acetate fractions, composed principally by flavones, which were accompanied by a limited number of phenylpropanoids, flavanones and dihydroflavonols. The highest values of antioxidant activity were displayed by the ethyl acetate extract of O. dictamnus, which also possessed the richest polyphenolic composition. 
PMID:24747897	Fodelianakis S, Papageorgiou N, Pitta P, Kasapidis P, Karakassis I, Ladoukakis ED	Appl Environ Microbiol. 80(13):3784-92	2014	The pattern of change in the abundances of specific bacterioplankton groups is consistent across different nutrient-enriched habitats in Crete. 	A common source of disturbance for coastal aquatic habitats is nutrient enrichment through anthropogenic activities. Although the water column bacterioplankton communities in these environments have been characterized in some cases, changes in α-diversity and/or the abundances of specific taxonomic groups across enriched habitats remain unclear. Here, we investigated the bacterial community changes at three different nutrient-enriched and adjacent undisturbed habitats along the north coast of Crete, Greece: a fish farm, a closed bay within a town with low water renewal rates, and a city port where the level of nutrient enrichment and the trophic status of the habitat were different. Even though changes in α-diversity were different at each site, we observed across the sites a common change pattern accounting for most of the community variation for five of the most abundant bacterial groups: a decrease in the abundance of the Pelagibacteraceae and SAR86 and an increase in the abundance of the Alteromonadaceae, Rhodobacteraceae, and Cryomorphaceae in the impacted sites. The abundances of the groups that increased and decreased in the impacted sites were significantly correlated (positively and negatively, respectively) with the total heterotrophic bacterial counts and the concentrations of dissolved organic carbon and/or dissolved nitrogen and chlorophyll α, indicating that the common change pattern was associated with nutrient enrichment. Our results provide an in situ indication concerning the association of specific bacterioplankton groups with nutrient enrichment. These groups could potentially be used as indicators for nutrient enrichment if the pattern is confirmed over a broader spatial and temporal scale by future studies.
PMID:25036166	Madesis P, Abraham EM, Kalivas A, Ganopoulos I, Tsaftaris A	Genet Mol Res. 13(2):4226-40	2014	Genetic diversity and structure of natural Dactylis glomerata L. populations revealed by morphological and microsatellite-based (SSR/ISSR) markers. 	Dactylis glomerata L. is an important forage species in the Mediterranean region, and in other regions with a similar climate. Genetic material from 3 locations in north, central, and south Greece was studied, using morphological traits, SSR, and ISSR molecular markers. Morphological analysis revealed differences among the geographic locations studied for all morphological traits, except the number of reproductive tillers. Moreover, the highest phenotypic variation was observed on the accessions from south, while the lowest was observed on the accessions from the north. Although the results of the molecular marker analysis are indicative, a high level of genetic diversity at the species level was revealed by ISSRs (GST=0.291) and SSRs (FST=0.186). Analysis of molecular variance showed that a high level of genetic diversity existed for ISSRs and SSRs within populations (62 and 83%, respectively), rather than among populations (38 and 17%, respectively). Cluster analysis divided the 3 populations in 2 groups, with the population originating from the island of Crete forming 1 group, while the populations from north Greece (Taxiarchis) and central Greece (Pertouli) were clustered in a 2nd group. In general, the results indicate that SSRs are more informative compared to ISSRs about the genetic variation within a population, whereas the ISSRs were more informative about the genetic diversity among populations However, a similar trend in diversity (genotypic and phenotypic) was observed in the morphological traits and microsatellite-based (SSR/ISSR) markers at the locations studied.
PMID:25329260	Hofman S, Pabijan M, Osikowski A, Szymura JM	Mitochondrial DNA A DNA Mapp Seq Anal. 27(3):1995-6	2016	Complete mitochondrial genome of the Greek marsh frog Pelophylax cretensis (Anura, Ranidae). 	We sequenced the complete mitochondrial genome of the Greek marsh frog Pelophylax cretensis, a water frog species endemic to the island of Crete. The genome sequence was 17,829 bp in size, and the gene order and contents were identical to those of previously reported mitochondrial genomes of other water frog species. This is the first complete mitogenome (i.e. including control region) described for western Palaearctic water frogs.
PMID:26140277	Psaroudaki A, Nikoloudakis N, Skaracis G, Katsiotis A	J Biol Res (Thessalon). 22(1):7	2015	Genetic structure and population diversity of eleven edible herbs of Eastern Crete. 	The present work aimed to investigate the genetic structure of 11 edible herbs grown in the wild of eastern Crete that are becoming vulnerable due to habitat destruction and unregulated harvesting. Thirty three populations (268 individuals) of Reichardia picroides, Scolymus hispanicus, Scandix pecten-veneris, Leontodon tuberosus, Cichorium spinosum, Sonchus asper ssp. glaucescens, Urospermum picroides, Prasium majus, Hypochoeris radicata, Centaurea raphanina ssp. raphanina and Anagallis arvensis were collected and identified from nine regions with distinct microclimate (Lassithi prefecture), and their genetic composition was studied by means of RAPD markers. A total of ten primers per population were used to detect genetic diversity and bootstrap analysis was conducted for clustering the samples. High levels of heterogeneity were revealed while the Analysis of Molecular Variance documented that variance was allocated mainly within populations and at a lesser extent among populations. Fst values among regions were moderate to high, suggesting partial population fragmentation. Bayesian structure analysis revealed fine genetic composition and substantial admixture between species present in different regions, although clustering was mainly geographically related. High altitude regions, with little residential and agricultural development (Kefala, Agrilos, Ziros and Tziritis), were the areas where high biodiversity was detected. On the other hand, coastal regions had lower biodiversity, probably due to degradation of their habitat.
PMID:26240906	Lowry JK, Fanini L	Zootaxa. 3709:201-29	2013	Substrate dependent talitrid amphipods from fragmented beaches on the north coast of Crete (Crustacea, Amphipoda, Talitridae), including a redefinition of the genus Orchestia and descriptions of Orchestia xylino sp. nov. and Cryptorchestia gen. nov. 	Four species of talitrid amphipods (Orchestia montagui Audouin, 1826, Orchestia stephenseni Cecchini, 1928, Orchestia xylino sp. nov. and Talitrus saltator (Montagu, 1808)) are reported from a set of fragmented pocket beaches to the east of Heraklion on the north coast of Crete. Aside from a previous record of O. stephenseni these are the first records of talitrid amphipods from the island of Crete. 2) Along a coastal segment of only 4.36 km, characterised by habitat fragmentation and substrate patchiness, a clear correlation between talitrid species and beach type is indicated. Talitrus saltator occurs only on sandy beaches. Orchestia montagui and O. xylino occur on banquette beaches and O. montagui, O. stephenseni and O. xylino occur on mixed sand/gravel and cobble beaches. 3) The genus Orchestia is redefined and confined to 15 marine supralittoral species from eastern North America, islands in the North-eastern Atlantic, and western-Europe, including the Baltic and the Mediterranean Seas plus a perplexing group in New Zealand. 4) The new genus Cryptorchestia is described, based on nine terrestrial species previously included in the genus Orchestia and occurring in western Europe, the Mediterranean Sea and the Azores and Canary islands in the North-eastern Atlantic. 5) The new species Orchestia xylino sp. nov. is described. 6) An extensive bibliography for the species in this study is provided.
PMID:26257541	Papastefanou G, Panayiotou E, Mylonas M, Simaiakis SM	Zookeys. 163-79	2015	Centipede assemblages along an urbanization gradient in the city of Heraklion, Crete (Greece). 	Global urbanization is a major force that causes alteration and loss of natural habitats. Urban ecosystems are strongly affected by humans and there is a gradient of decreasing human influence from city centers to natural habitats. To study ecological changes along this continuum, researchers introduced the urban-rural gradient approach. The responses of centipedes to an urbanization gradient (urban-suburban-rural areas) were studied using pitfall traps in and near the city of Heraklion, in the island of Crete, Greece, from November 2010 to November 2011. Our results do not support the intermediate disturbance hypothesis, in which suburban areas located in the transitional zone between urban and rural habitats failed to indicate significant increase in terms of species richness and diversity.
PMID:26258223	Triapitsyn SV, Donev AD, Huber JT	Zootaxa. 3718:277-86	2013	Descriptions of two new species of Gonatocerus (Hymenoptera: Mymaridae) from southeastern Europe. 	"Two new taxa, Gonatocerus (Lymaenon) bulgaricus Donev &amp; Triapitsyn (Bulgaria, and also apparently mainland Greece) and G. (Lymaenon) mediterraneus Donev &amp; Triapitsyn (Greece-Crete Island) are described, diagnosed, and illustrated. Also, a species tentatively identified as G (Lymaenon) ?beshbarmak Triapitsyn is reported from mainland Greece. If the species is indeed G. beshbarmak then this is the first record of it from Greece. "
PMID:26336215	Depaquit J, Hadj-Henni L, Bounamous A, Strutz S, Boussaa S, Morillas-Marquez F, Pesson B, Gállego M, Delécolle JC, Afonso MO, Alves-Pires C, Capela RA, Couloux A, Léger N	J Med Entomol. 52(5):819-28	2015	Mitochondrial DNA Intraspecific Variability in Sergentomyia minuta (Diptera: Psychodidae). 	"Recently, there has been growing interest in analysis of the geographical variation between populations of different Phlebotomus spp. and American sand flies by comparing the sequences of various genes. However, little is known about the genetic structure of the genus Sergentomyia França &amp; Parrot. No study has been carried out on Sergentomyia minuta Rondani. Most authors recognize this as a species with a high degree of morphological polymorphism, and some suspect that there are two subspecies: Se. minuta minuta Rondani in Europe, having about 40 horizontal cibarial teeth (sticks aligned along a straight line in the cibarial cavity), and Se. minuta parroti Adler &amp; Theodor in North Africa, having about 70 cibarial teeth. Here we analyzed phylogeographic patterns using cytochrome b (Cytb) and cytochrome C oxidase I mtDNA for 29 populations from 10 countries: Algeria, Cyprus, France (continental and Corsica), Greece (continental and Crete), Malta, Montenegro, Morocco, Portugal (continental and Atlantic Savage Islands), Spain, and Tunisia. We analyzed intra- and interpopulation patterns of genetic diversity. Our results from Bayesian inference showed a complex genetic structure of Se. minuta with four haplogroups including many different haplotypes. One haplogroup includes all the specimens from North Africa. A second haplogroup includes a few specimens from the south of France, Spain, and one from Portugal. The third includes many specimens from southern France, all the specimens from Corsica, one from Spain, and all specimen from Portugal except one. A fourth branch includes specimens from the Balkans, Malta, Crete, Cyprus, and curiously some from the Atlantic Savage Islands; settlement of the latter population remains unexplained. However, our results suggest that the settlement of the Mediterranean basin could have occurred at the same time for Se. minuta and both Phlebotomus perniciosus Newstead and Phlebotomus ariasi Tonnoir. The spatial distribution of haplotypes was congruent with phylogenetic findings."
PMID:26407167	Cheng C, MacIntyre L, Abdelmohsen UR, Horn H, Polymenakou PN, Edrada-Ebel R, Hentschel U	PLoS One. 10(9):e0138528	2015	Biodiversity, Anti-Trypanosomal Activity Screening, and Metabolomic Profiling of Actinomycetes Isolated from Mediterranean Sponges. 	"Marine sponge-associated actinomycetes are considered as promising sources for the discovery of novel biologically active compounds. In the present study, a total of 64 actinomycetes were isolated from 12 different marine sponge species that had been collected offshore the islands of Milos and Crete, Greece, eastern Mediterranean. The isolates were affiliated to 23 genera representing 8 different suborders based on nearly full length 16S rRNA gene sequencing. Four putatively novel species belonging to genera Geodermatophilus, Microlunatus, Rhodococcus and Actinomycetospora were identified based on a 16S rRNA gene sequence similarity of &lt; 98.5% to currently described strains. Eight actinomycete isolates showed bioactivities against Trypanosma brucei brucei TC221 with half maximal inhibitory concentration (IC50) values &lt;20 μg/mL. Thirty four isolates from the Milos collection and 12 isolates from the Crete collection were subjected to metabolomic analysis using high resolution LC-MS and NMR for dereplication purposes. Two isolates belonging to the genera Streptomyces (SBT348) and Micromonospora (SBT687) were prioritized based on their distinct chemistry profiles as well as their anti-trypanosomal activities. These findings demonstrated the feasibility and efficacy of utilizing metabolomics tools to prioritize chemically unique strains from microorganism collections and further highlight sponges as rich source for novel and bioactive actinomycetes."
PMID:26612318	Georgescu L, Stefanakis MK, Kokkini S, Katerinopoulos HE, Pirintsos SA	Phytochemistry. 122:91-102	2016	Chemical and genetic characterization of Phlomis species and wild hybrids in Crete. 	The genus Phlomis is represented in the island of Crete (Greece, Eastern Mediterranean) by three species Phlomis cretica C. Presl., Phlomis fruticosa L., the island endemic Phlomis lanata Willd. and three hybrids Phlomis x cytherea Rech.f. (P. cretica x P. fruticosa), Phlomis x commixta Rech.f. (P. cretica x P. lanata) and Phlomis x sieberi Vierh. (P. fruticosa x P. lanata). This work describes (a) the profile of hybrids and parental species concerning their volatile compounds, (b) the suitability of ribosomal nuclear (ITS region), chloroplast (trnH-psbA), and AFLP markers to identify hybrids and (c) their competence to characterize the different chemotypes of both hybrids and their parental species. The cluster analysis and PCA constructed from chemical data (volatile oils) suggest that there are three groups of taxa. Group IA includes P. cretica and P. fruticosa, group IB includes P. x cytherea, whereas group II consists of P. x commixta, P. x sieberi and P. lanata. Volatile compounds detected only in the hybrids P. x sieberi and P. x commixta correspond to the 3% of the total compounds, value that is much higher in P. x cytherea (21%). Neighbor-joining, statistical parsimony analysis and the observations drawn from ribotypes spectrum of ITS markers divided Phlomis species in two groups, P. lanata and the complex P. cretica/P. fruticosa. In contrast to the ITS region, the plastid DNA marker follows a geographically related pattern. Neighbor-Net, PCA and Bayesian assignment analysis performed for AFLP markers separated the genotypes into three groups corresponding to populations of P. cretica, P. fruticosa, and P. lanata, respectively, while populations of P. x commixta, P. x cytherea, and P. x sieberi presented admixed ancestry. Most of the P. x cytherea samples were identified as F1 hybrids by Bayesian assignment test, while those of P. x commixta and P. x sieberi were identified as F2 hybrids. Overall, high chemical differentiation is revealed in one of the three hybrids, which is likely related with niche variation. Moreover, molecular markers show potential to identify Phlomis taxa.
PMID:26623845	Pellizzari G, Chadzidimitriou E, Milonas P, Stathas GJ, Kozár F	Zootaxa. 4012(1):57-77	2015	Check list and zoogeographic analysis of the scale insect fauna (Hemiptera: Coccomorpha) of Greece. 	"This paper presents an updated checklist of the Greek scale insect fauna and the results of the first zoogeographic analysis of the Greek scale insect fauna. According to the latest data, the scale insect fauna of the whole Greek territory includes 207 species; of which 187 species are recorded from mainland Greece and the minor islands, whereas only 87 species are known from Crete. The most rich families are the Diaspididae (with 86 species), followed by Coccidae (with 35 species) and Pseudococcidae (with 34 species). In this study the results of a zoogeographic analysis of scale insect fauna from mainland Greece and Crete are also presented. Five species, four from mainland Greece and one from Crete are considered to be endemic. Comparison with the scale insect fauna of other countries is provided."
PMID:26624163	Salata S, Borowiec L	Zootaxa. 4025:1-66	2015	A taxonomic revision of the genus Oxyopomyrmex André, 1881 (Hymenoptera: Formicidae).	"Oxyopomyrmex André, 1881 is a small genus of myrmicine ants found in arid grasslands of the Mediterranean region. Here we provide a new taxonomic revision of the genus. Twelve species are recognized, including five new to science: O. laevibus sp. nov. (Greece: Crete), O. magnus sp. nov. (Spain), O. negevensis sp. nov. (Israel) O. polybotesi sp. nov. (Greece: Nisyros, W Turkey) and O. pygmalioni sp. nov. (Cyprus). Oxyopomyrmex santschii var. nigripes Santschi, 1907 and O. santschii var. nitidior Santschi, 1910 are raised to species level. The following new synonymies are proposed: O. krueperi Forel, 1911 = O. lagoi Menozzi, 1936 syn. nov.; O. nigripes Santschi, 1907 = O. sabulonis var. rugocciput Santschi, 1923 syn. nov. = O. emeryi var. brunnescens Santschi, 1929 syn. nov.; O. nitidior Santschi, 1910 = O. emeryi var. laticeps Santschi, 1915 syn. nov. = O. emeryi st. sabulonis Santschi, 1915 syn. nov.; O. saulcyi Emery, 1889 = O. santschii Forel, 1904 syn. nov. = O. santschii var. siciliana Karavaiev, 1912 syn. nov. = O. gaetulus Santschi, 1929 syn. nov. = O. saulcyi var. latinodis Santschi, 1939 syn. nov. A neotype for O. oculatus André, 1881 is designated. An identification key based on the gyne, male and worker caste is provided."
PMID:26626911	Tsiola A, Pitta P, Fodelianakis S, Pete R, Magiopoulos I, Mara P, Psarra S, Tanaka T, Mostajir B	Microb Ecol. 71(3):575-88	2016	Nutrient Limitation in Surface Waters of the Oligotrophic Eastern Mediterranean Sea: an Enrichment Microcosm Experiment. 	"The growth rates of planktonic microbes in the pelagic zone of the Eastern Mediterranean Sea are nutrient limited, but the type of limitation is still uncertain. During this study, we investigated the occurrence of N and P limitation among different groups of the prokaryotic and eukaryotic (pico-, nano-, and micro-) plankton using a microcosm experiment during stratified water column conditions in the Cretan Sea (Eastern Mediterranean). Microcosms were enriched with N and P (either solely or simultaneously), and the PO4 turnover time, prokaryotic heterotrophic activity, primary production, and the abundance of the different microbial components were measured. Flow cytometric and molecular fingerprint analyses showed that different heterotrophic prokaryotic groups were limited by different nutrients; total heterotrophic prokaryotic growth was limited by P, but only when both N and P were added, changes in community structure and cell size were detected. Phytoplankton were N and P co-limited, with autotrophic pico-eukaryotes being the exception as they increased even when only P was added after a 2-day time lag. The populations of Synechococcus and Prochlorococcus were highly competitive with each other; Prochlorococcus abundance increased during the first 2 days of P addition but kept increasing only when both N and P were added, whereas Synechococcus exhibited higher pigment content and increased in abundance 3 days after simultaneous N and P additions. Dinoflagellates also showed opportunistic behavior at simultaneous N and P additions, in contrast to diatoms and coccolithophores, which diminished in all incubations. High DNA content viruses, selective grazing, and the exhaustion of N sources probably controlled the populations of diatoms and coccolithophores."
PMID:27168646	Tzortzakakis EA, Cantalapiedra-Navarrete C, Archidona-Yuste A, Palomares-Rius JE, Castillo P	J Nematol. 48(1):7	2016	First Report of the Carolina Spiral Nematode, Scutellonema brachyurus, from Soil of a Garden in Crete, Greece. 	"Members of the genus Scutellonema can cause substantial crop losses to ornamental and cultivated plants directly by feeding ectoparasitically on plant roots (Bridge et al., 2005; Coyne et al., 2006). In May 2015, a soil sample from a house garden from Heraklion city in Crete, Greece, was sent for diagnosis of plant-parasitic nematodes. In this place, there had been cactus (Opuntia sp.) plants (probably imported), which were uprooted 3 to 4 years earlier. After that, the area was cropped with cucumber (Cucumis sativus L.) in spring-summer and leaf vegetables such as spinach (Spinacia oleracea L.) and chicory (Cichorium intybus L.) in autumn-winter. The soil was collected 1 mon after the end of chicory crop. A population density (ca. 30 individuals/100 cm(3) of soil) of spiral nematodes (Scutellonema sp.) was found by extracting soil with the wet sieving and decanting method (Cobb, 1918). Morphological and molecular analyses of females identified the species as Scutellonema brachyurus (Steiner, 1938) Andrássy, 1958. The morphology of females was characterized by a hemispherical lip region with four to six annuli, morphometric data for 12 females were L, 640 to 760 μm; a, 24.6 to 30.6; b, 5.8 to 7.4; c, 69.1 to 99.3; c´ 0.5 to 0.6; stylet, 24.5 to 27.5 μm with anterior part shorter than posterior; and spermatheca nonfunctional and male absent. The morphology agreed with the description of S. brachyurus (van den Berg et al., 2013). Alignment indicated that the D2-D3 and ITS sequences (KU059494 and KU059495, respectively) showed 99% and 100% to 99% similarity, respectively, to other sequences of S. brachyurus (type A) deposited in GenBank from the United States, Italy, and Korea (JX472037-JX472046, DQ328753, FJ485643; and JX472069, JX472070, JX472071, respectively), differing from one to six nucleotides. Phylogenetic analyses using Bayesian inference of these sequences placed the Scutellonema sp. in a highly supported (100%) clade that included all S. brachyurus (type A) sequences deposited in GenBank (van den Berg et al., 2013). All identification methods were consistent with S. brachyurus. To our knowledge, this is the first report of S. brachyurus for Greece. As the cucumbers and the leaf vegetables cultivated in the area were seed planted, we consider that the nematode originated most probably from the cactus plants which had been previously root ball planted. Scutellonema brachyurus may represent a threat for ornamental and cultivated plants production in Crete, Greece. The nematode has been already reported, mainly in greenhouses of six European countries (CABI and EPPO, 2006). In most of these cases, it is hypothesized that the nematode was introduced by imported plant material."
PMID:27280287	Jouffroy-Bapicot I, Vannière B, Iglesias V, Debret M, Delarras JF	PLoS One. 11(6):e0156875	2016	2000 Years of Grazing History and the Making of the Cretan Mountain Landscape, Greece.	Understanding the processes that led to the recent evolution of Mediterranean landscapes is a challenging question that can be addressed with paleoecological data. Located in the White Mountains of Crete, Asi Gonia peat bog constitutes an exceptional 2000-years-long sedimentary archive of environmental change. In this study, we document the making of the White Mountains landscape and assess human impact on ecosystem trajectories. The paleoenvironmental reconstruction is based on high-resolution analyses of sediment, pollen, dung fungal spores and charcoal obtained from a 6-m core collected from the bog. Multiproxy analyses and a robust chronological control have shed light on anthropogenic and natural processes that have driven ecological changes, giving rise to the present-day Mediterranean ecosystem. Our results suggest that sediment accumulation began during the transition from the Hellenistic to the Roman period, likely due to watershed management. The evolution of the peat bog as well as vegetation dynamics in the surrounding area were linked to past climate changes but were driven by human activities, among which breeding was of great importance. Charcoal analysis reveals that fire was largely used for the construction and maintenance of sylvo-agropastoral areas. Pollen data allow the identification of three main vegetation assemblages: 1) evergreen oak forest (before ca. 850 AD), 2) heather maquis (ca. 850 to 1870 AD), 3) phrygana/steppe landscape. Rapid changes between phases in vegetation development are associated with tipping-points in ecosystem dynamics resulting from anthropogenic impact. The modern ecosystem did not get established until the 20th century, and it is characterized by biodiversity loss along with a dramatic drying of the peat bog.
PMID:27332550	Patel SH, Morreale SJ, Saba VS, Panagopoulou A, Margaritoulis D, Spotila JR	PLoS One. 11(6):e0157170	2016	Climate Impacts on Sea Turtle Breeding Phenology in Greece and Associated Foraging Habitats in the Wider Mediterranean Region. 	"Sea turtles are vulnerable to climate change impacts in both their terrestrial (nesting beach) and oceanic habitats. From 1982 to 2012, air and sea surface temperatures at major high use foraging and nesting regions (n = 5) of loggerhead turtles (Caretta caretta) nesting in Greece have steadily increased. Here, we update the established relationships between sea surface temperature and nesting data from Zakynthos (latitude: 37.7°N), a major nesting beach, while also expanding these analyses to include precipitation and air temperature and additional nesting data from two other key beaches in Greece: Kyparissia Bay (latitude: 37.3°N) and Rethymno, Crete (latitude: 35.4°N). We confirmed that nesting phenology at Zakynthos has continued to be impacted by breeding season temperature; however, temperature has no consistent relationship with nest numbers, which are declining on Zakynthos and Crete but increasing at Kyparissia. Then using statistically downscaled outputs of 14 climate models assessed by the Intergovernmental Panel on Climate Change (IPCC), we projected future shifts in nesting for these populations. Based on the climate models, we projected that temperature at the key foraging and breeding sites (Adriatic Sea, Aegean Sea, Crete, Gulf of Gabès and Zakynthos/Kyparissia Bay; overall latitudinal range: 33.0°-45.8°N) for loggerhead turtles nesting in Greece will rise by 3-5°C by 2100. Our calculations indicate that the projected rise in air and ocean temperature at Zakynthos could cause the nesting season in this major rookery to shift to an earlier date by as much as 50-74 days by 2100. Although an earlier onset of the nesting season may provide minor relief for nest success as temperatures rise, the overall climatic changes to the various important habitats will most likely have an overall negative impact on this population."
PMID:27394566	Karaouzas I	Zootaxa. 4097(4):557-66	2016	The larvae of Hydropsyche rhadamanthys Malicky 2001 and Hydropsyche sarpedon Malicky 2001 (Trichoptera: Hydropsychidae), endemics of Crete (South Aegean, Greece), with notes on their ecology.	The larvae of Hydropsyche rhadamanthys Malicky 2001 and Hydropsyche sarpedon Malicky 2001, endemics of Crete Island, Greece, are described for the first time. The diagnostic features of the species are described and illustrated, and some information regarding their ecology is included. In addition, diagnostic characters for larvae of the known Aegean Hydropsyche species are provided.
